period,location,state,sector,fuel,generation,totalConsumptionBtu
2024,CT,Connecticut,All Sectors,petroleum,19.5564,1.08872
2024,CT,Connecticut,All Sectors,renewable,1406.59286,11.84504
2024,CT,Connecticut,All Sectors,residual fuel oil,39.89522,0.58434
2024,CT,Connecticut,All Sectors,solar photovoltaic,476.43107,1.62558
2024,CT,Connecticut,All Sectors,solar,476.43107,1.62558
2024,CT,Connecticut,All Sectors,estimated total solar photovoltaic,1934.66613,0
2024,CT,Connecticut,All Sectors,estimated total solar,1934.66613,0
2024,CT,Connecticut,All Sectors,renewable waste products,352.80762,6.44699
2024,CT,Connecticut,All Sectors,wind,10.45,0.03566
2024,CT,Connecticut,All Sectors,onshore wind turbine,10.45,0.03566
2024,CT,Connecticut,All Sectors,waste oil and other oils,13.00475,0.1506
2024,CT,Connecticut,All Sectors,wood and wood wastes,198.08024,2.47838
2024,DC,District of Columbia,Electric Utility,all fuels,1.48638,0.00507
2024,DC,District of Columbia,Electric Utility,all renewables,1.48638,0.00507
2024,DC,District of Columbia,Electric Utility,estimated small scale solar photovoltaic,0,0
2024,DC,District of Columbia,Electric Utility,renewable,1.48638,0.00507
2024,DC,District of Columbia,Electric Utility,solar photovoltaic,1.48638,0.00507
2024,DC,District of Columbia,Electric Utility,solar,1.48638,0.00507
2024,DC,District of Columbia,Electric Utility,estimated total solar photovoltaic,1.48638,0
2024,DC,District of Columbia,Electric Utility,estimated total solar,1.48638,0
2024,DC,District of Columbia,IPP Non-CHP,all fuels,30.16142,0.10291
2024,DC,District of Columbia,IPP Non-CHP,all renewables,30.16142,0.10291
2024,DC,District of Columbia,IPP Non-CHP,renewable,30.16142,0.10291
2024,DC,District of Columbia,IPP Non-CHP,solar photovoltaic,30.16142,0.10291
2024,DC,District of Columbia,IPP Non-CHP,solar,30.16142,0.10291
2024,DC,District of Columbia,Commercial CHP,all fuels,155.54742,2.40675
2024,DC,District of Columbia,Commercial CHP,all renewables,55.91766,0.89933
2024,DC,District of Columbia,Commercial CHP,biomass,55.91766,0.89933
2024,DC,District of Columbia,Commercial CHP,distillate fuel oil,0.03476,0.00047
2024,DC,District of Columbia,Commercial CHP,fossil fuels,99.62976,1.50743
2024,DC,District of Columbia,Commercial CHP,natural gas,99.595,1.50695
2024,DC,District of Columbia,Commercial CHP,natural gas & other gases,99.595,1.50695
2024,DC,District of Columbia,Commercial CHP,biomass,55.91766,0.89933
2024,DC,District of Columbia,Commercial CHP,biomass,55.91766,0.89933
2024,DC,District of Columbia,Commercial CHP,other renewables,55.91766,0.89933
2024,DC,District of Columbia,Commercial CHP,petroleum liquids,0.03476,0.00047
2024,DC,District of Columbia,Commercial CHP,petroleum,0.03476,0.00047
2024,DC,District of Columbia,Commercial CHP,renewable,55.91766,0.89933
2024,DC,District of Columbia,Commercial CHP,renewable waste products,55.91766,0.89933
2024,DC,District of Columbia,Residential,estimated small scale solar photovoltaic,166.93943,0
2024,DC,District of Columbia,Residential,estimated total solar photovoltaic,166.93943,0
2024,DC,District of Columbia,Residential,estimated total solar,166.93943,0
2024,DC,District of Columbia,Electric Power Sector Non-CHP,all fuels,31.6478,0.10798
2024,DC,District of Columbia,Electric Power Sector Non-CHP,all renewables,31.6478,0.10798
2024,DC,District of Columbia,Electric Power Sector Non-CHP,renewable,31.6478,0.10798
2024,DC,District of Columbia,Electric Power Sector Non-CHP,solar photovoltaic,31.6478,0.10798
2024,DC,District of Columbia,Electric Power Sector Non-CHP,solar,31.6478,0.10798
2024,DC,District of Columbia,Independent Power Producers,all fuels,30.16142,0.10291
2024,DC,District of Columbia,Independent Power Producers,all renewables,30.16142,0.10291
2024,DC,District of Columbia,Independent Power Producers,estimated small scale solar photovoltaic,0,0
2024,DC,District of Columbia,Independent Power Producers,renewable,30.16142,0.10291
2024,DC,District of Columbia,Independent Power Producers,solar photovoltaic,30.16142,0.10291
2024,DC,District of Columbia,Independent Power Producers,solar,30.16142,0.10291
2024,DC,District of Columbia,Independent Power Producers,estimated total solar photovoltaic,30.16141,0
2024,DC,District of Columbia,Independent Power Producers,estimated total solar,30.16141,0
2024,DC,District of Columbia,All Commercial,all fuels,155.54742,2.40675
2024,DC,District of Columbia,All Commercial,all renewables,55.91766,0.89933
2024,DC,District of Columbia,All Commercial,biomass,55.91766,0.89933
2024,DC,District of Columbia,All Commercial,distillate fuel oil,0.03476,0.00047
2024,DC,District of Columbia,All Commercial,estimated small scale solar photovoltaic,89.97838,0
2024,DC,District of Columbia,All Commercial,fossil fuels,99.62976,1.50743
2024,DC,District of Columbia,All Commercial,natural gas,99.595,1.50695
2024,DC,District of Columbia,All Commercial,natural gas & other gases,99.595,1.50695
2024,DC,District of Columbia,All Commercial,biomass,55.91766,0.89933
2024,DC,District of Columbia,All Commercial,biomass,55.91766,0.89933
2024,DC,District of Columbia,All Commercial,other renewables,55.91766,0.89933
2024,DC,District of Columbia,All Commercial,petroleum liquids,0.03476,0.00047
2024,DC,District of Columbia,All Commercial,petroleum,0.03476,0.00047
2024,DC,District of Columbia,All Commercial,renewable,55.91766,0.89933
2024,DC,District of Columbia,All Commercial,estimated total solar photovoltaic,89.97838,0
2024,DC,District of Columbia,All Commercial,estimated total solar,89.97838,0
2024,DC,District of Columbia,All Commercial,renewable waste products,55.91766,0.89933
2024,DC,District of Columbia,Electric Power,all fuels,31.6478,0.10798
2024,DC,District of Columbia,Electric Power,all renewables,31.6478,0.10798
2024,DC,District of Columbia,Electric Power,renewable,31.6478,0.10798
2024,DC,District of Columbia,Electric Power,solar photovoltaic,31.6478,0.10798
2024,DC,District of Columbia,Electric Power,solar,31.6478,0.10798
2024,DC,District of Columbia,All Sectors,all fuels,187.19522,2.51474
2024,DC,District of Columbia,All Sectors,all renewables,87.56546,1.00731
2024,DC,District of Columbia,All Sectors,biomass,55.91766,0.89933
2024,DC,District of Columbia,All Sectors,distillate fuel oil,0.03476,0.00047
2024,DC,District of Columbia,All Sectors,estimated small scale solar photovoltaic,256.91777,0
2024,DC,District of Columbia,All Sectors,fossil fuels,99.62976,1.50743
2024,DC,District of Columbia,All Sectors,natural gas,99.595,1.50695
2024,DC,District of Columbia,All Sectors,natural gas & other gases,99.595,1.50695
2024,DC,District of Columbia,All Sectors,biomass,55.91766,0.89933
2024,DC,District of Columbia,All Sectors,biomass,55.91766,0.89933
2024,DC,District of Columbia,All Sectors,other renewables,55.91766,0.89933
2024,DC,District of Columbia,All Sectors,petroleum liquids,0.03476,0.00047
2024,DC,District of Columbia,All Sectors,petroleum,0.03476,0.00047
2024,DC,District of Columbia,All Sectors,renewable,87.56546,1.00731
2024,DC,District of Columbia,All Sectors,solar photovoltaic,31.6478,0.10798
2024,DC,District of Columbia,All Sectors,solar,31.6478,0.10798
2024,DC,District of Columbia,All Sectors,estimated total solar photovoltaic,288.56556,0
2024,DC,District of Columbia,All Sectors,estimated total solar,288.56556,0
2024,DC,District of Columbia,All Sectors,renewable waste products,55.91766,0.89933
2024,DE,Delaware,Electric Utility,all fuels,72.718,0.77099
2024,DE,Delaware,Electric Utility,all renewables,6.772,0.02311
2024,DE,Delaware,Electric Utility,distillate fuel oil,0.12532,0.00154
2024,DE,Delaware,Electric Utility,estimated small scale solar photovoltaic,0,0
2024,DE,Delaware,Electric Utility,fossil fuels,65.946,0.74789
2024,DE,Delaware,Electric Utility,natural gas,65.82068,0.74634
2024,DE,Delaware,Electric Utility,natural gas & other gases,65.82068,0.74634
2024,DE,Delaware,Electric Utility,petroleum liquids,0.12532,0.00154
2024,DE,Delaware,Electric Utility,petroleum,0.12532,0.00154
2024,DE,Delaware,Electric Utility,renewable,6.772,0.02311
2024,DE,Delaware,Electric Utility,solar photovoltaic,6.772,0.02311
2024,DE,Delaware,Electric Utility,solar,6.772,0.02311
2024,DE,Delaware,Electric Utility,estimated total solar photovoltaic,6.772,0
2024,DE,Delaware,Electric Utility,estimated total solar,6.772,0
2024,DE,Delaware,IPP Non-CHP,all fuels,3446.06,30.21276
2024,DE,Delaware,IPP Non-CHP,all renewables,177.501,0.80374
2024,DE,Delaware,IPP Non-CHP,biomass,26.649,0.28904
2024,DE,Delaware,IPP Non-CHP,bituminous coal and synthetic coal,143.87526,2.50856
2024,DE,Delaware,IPP Non-CHP,bituminous coal,143.87526,2.50856
2024,DE,Delaware,IPP Non-CHP,coal, excluding waste coal,143.87526,2.50856
2024,DE,Delaware,IPP Non-CHP,all coal products,143.87526,2.50856
2024,DE,Delaware,IPP Non-CHP,distillate fuel oil,0.84051,0.17537
2024,DE,Delaware,IPP Non-CHP,fossil fuels,3268.559,29.40901
2024,DE,Delaware,IPP Non-CHP,landfill gas,26.649,0.28904
2024,DE,Delaware,IPP Non-CHP,municiapl landfill gas,26.649,0.28904
2024,DE,Delaware,IPP Non-CHP,natural gas,3106.61642,26.52662
2024,DE,Delaware,IPP Non-CHP,natural gas & other gases,3106.61642,26.52662
2024,DE,Delaware,IPP Non-CHP,petroleum liquids,18.06732,0.37383
2024,DE,Delaware,IPP Non-CHP,petroleum,18.06732,0.37383
2024,DE,Delaware,IPP Non-CHP,renewable,177.501,0.80374
2024,DE,Delaware,IPP Non-CHP,residual fuel oil,17.22681,0.19847
2024,DE,Delaware,IPP Non-CHP,solar photovoltaic,150.852,0.51471
2024,DE,Delaware,IPP Non-CHP,subbituminous coal,0,0
2024,DE,Delaware,IPP Non-CHP,solar,150.852,0.51471
2024,DE,Delaware,IPP Non-CHP,renewable waste products,26.649,0.28904
2024,DE,Delaware,IPP CHP,all fuels,114.521,1.10135
2024,DE,Delaware,IPP CHP,bituminous coal and synthetic coal,0,0
2024,DE,Delaware,IPP CHP,bituminous coal,0,0
2024,DE,Delaware,IPP CHP,coal, excluding waste coal,0,0
2024,DE,Delaware,IPP CHP,all coal products,0,0
2024,DE,Delaware,IPP CHP,distillate fuel oil,0.26311,0.0028
2024,DE,Delaware,IPP CHP,fossil fuels,114.521,1.10135
2024,DE,Delaware,IPP CHP,natural gas,114.25789,1.09854
2024,DE,Delaware,IPP CHP,natural gas & other gases,114.25789,1.09854
2024,DE,Delaware,IPP CHP,petroleum liquids,0.26311,0.0028
2024,DE,Delaware,IPP CHP,petroleum,0.26311,0.0028
2024,DE,Delaware,IPP CHP,waste oil and other oils,0,0
2024,DE,Delaware,Commercial Non-CHP,all fuels,5.16,0.01761
2024,DE,Delaware,Commercial Non-CHP,all renewables,5.16,0.01761
2024,DE,Delaware,Commercial Non-CHP,renewable,5.16,0.01761
2024,DE,Delaware,Commercial Non-CHP,solar photovoltaic,2.528,0.00863
2024,DE,Delaware,Commercial Non-CHP,solar,2.528,0.00863
2024,DE,Delaware,Commercial Non-CHP,wind,2.632,0.00898
2024,DE,Delaware,Commercial Non-CHP,onshore wind turbine,2.632,0.00898
2024,DE,Delaware,Industrial Non-CHP,all fuels,5.63,0.01921
2024,DE,Delaware,Industrial Non-CHP,all renewables,5.63,0.01921
2024,DE,Delaware,Industrial Non-CHP,renewable,5.63,0.01921
2024,DE,Delaware,Industrial Non-CHP,solar photovoltaic,5.63,0.01921
2024,DE,Delaware,Industrial Non-CHP,solar,5.63,0.01921
2024,DE,Delaware,Industrial CHP,all fuels,1155.12314,20.47834
2024,DE,Delaware,Industrial CHP,all renewables,15.03614,0.14689
2024,DE,Delaware,Industrial CHP,biomass,15.03614,0.14689
2024,DE,Delaware,Industrial CHP,fossil fuels,1140.087,20.33145
2024,DE,Delaware,Industrial CHP,landfill gas,15.03614,0.14689
2024,DE,Delaware,Industrial CHP,municiapl landfill gas,15.03614,0.14689
2024,DE,Delaware,Industrial CHP,natural gas,918.97129,13.08999
2024,DE,Delaware,Industrial CHP,natural gas & other gases,1140.087,20.33145
2024,DE,Delaware,Industrial CHP,other gases,221.11571,7.24147
2024,DE,Delaware,Industrial CHP,petroleum coke,0,0
2024,DE,Delaware,Industrial CHP,petroleum,0,0
2024,DE,Delaware,Industrial CHP,renewable,15.03614,0.14689
2024,DE,Delaware,Industrial CHP,renewable waste products,15.03614,0.14689
2024,DE,Delaware,Residential,estimated small scale solar photovoltaic,154.19906,0
2024,DE,Delaware,Residential,estimated total solar photovoltaic,154.19906,0
2024,DE,Delaware,Residential,estimated total solar,154.19906,0
2024,DE,Delaware,Electric Power Sector Non-CHP,all fuels,3518.778,30.98375
2024,DE,Delaware,Electric Power Sector Non-CHP,all renewables,184.273,0.82685
2024,DE,Delaware,Electric Power Sector Non-CHP,biomass,26.649,0.28904
2024,DE,Delaware,Electric Power Sector Non-CHP,bituminous coal and synthetic coal,143.87526,2.50856
2024,DE,Delaware,Electric Power Sector Non-CHP,bituminous coal,143.87526,2.50856
2024,DE,Delaware,Electric Power Sector Non-CHP,coal, excluding waste coal,143.87526,2.50856
2024,DE,Delaware,Electric Power Sector Non-CHP,all coal products,143.87526,2.50856
2024,DE,Delaware,Electric Power Sector Non-CHP,distillate fuel oil,0.96583,0.17691
2024,DE,Delaware,Electric Power Sector Non-CHP,fossil fuels,3334.505,30.1569
2024,DE,Delaware,Electric Power Sector Non-CHP,landfill gas,26.649,0.28904
2024,DE,Delaware,Electric Power Sector Non-CHP,municiapl landfill gas,26.649,0.28904
2024,DE,Delaware,Electric Power Sector Non-CHP,natural gas,3172.4371,27.27297
2024,DE,Delaware,Electric Power Sector Non-CHP,natural gas & other gases,3172.4371,27.27297
2024,DE,Delaware,Electric Power Sector Non-CHP,petroleum liquids,18.19264,0.37537
2024,DE,Delaware,Electric Power Sector Non-CHP,petroleum,18.19264,0.37537
2024,DE,Delaware,Electric Power Sector Non-CHP,renewable,184.273,0.82685
2024,DE,Delaware,Electric Power Sector Non-CHP,residual fuel oil,17.22681,0.19847
2024,DE,Delaware,Electric Power Sector Non-CHP,solar photovoltaic,157.624,0.53781
2024,DE,Delaware,Electric Power Sector Non-CHP,subbituminous coal,0,0
2024,DE,Delaware,Electric Power Sector Non-CHP,solar,157.624,0.53781
2024,DE,Delaware,Electric Power Sector Non-CHP,renewable waste products,26.649,0.28904
2024,DE,Delaware,Independent Power Producers,all fuels,3560.581,31.3141
2024,DE,Delaware,Independent Power Producers,all renewables,177.501,0.80374
2024,DE,Delaware,Independent Power Producers,biomass,26.649,0.28904
2024,DE,Delaware,Independent Power Producers,bituminous coal and synthetic coal,143.87526,2.50856
2024,DE,Delaware,Independent Power Producers,bituminous coal,143.87526,2.50856
2024,DE,Delaware,Independent Power Producers,coal, excluding waste coal,143.87526,2.50856
2024,DE,Delaware,Independent Power Producers,all coal products,143.87526,2.50856
2024,DE,Delaware,Independent Power Producers,distillate fuel oil,1.10363,0.17817
2024,DE,Delaware,Independent Power Producers,estimated small scale solar photovoltaic,0,0
2024,DE,Delaware,Independent Power Producers,fossil fuels,3383.08,30.51036
2024,DE,Delaware,Independent Power Producers,landfill gas,26.649,0.28904
2024,DE,Delaware,Independent Power Producers,municiapl landfill gas,26.649,0.28904
2024,DE,Delaware,Independent Power Producers,natural gas,3220.87431,27.62516
2024,DE,Delaware,Independent Power Producers,natural gas & other gases,3220.87431,27.62516
2024,DE,Delaware,Independent Power Producers,petroleum liquids,18.33043,0.37664
2024,DE,Delaware,Independent Power Producers,petroleum,18.33043,0.37664
2024,DE,Delaware,Independent Power Producers,renewable,177.501,0.80374
2024,DE,Delaware,Independent Power Producers,residual fuel oil,17.22681,0.19847
2024,DE,Delaware,Independent Power Producers,solar photovoltaic,150.852,0.51471
2024,DE,Delaware,Independent Power Producers,subbituminous coal,0,0
2024,DE,Delaware,Independent Power Producers,solar,150.852,0.51471
2024,DE,Delaware,Independent Power Producers,estimated total solar photovoltaic,150.852,0
2024,DE,Delaware,Independent Power Producers,estimated total solar,150.852,0
2024,DE,Delaware,Independent Power Producers,renewable waste products,26.649,0.28904
2024,DE,Delaware,Independent Power Producers,waste oil and other oils,0,0
2024,DE,Delaware,All Commercial,all fuels,5.16,0.01761
2024,DE,Delaware,All Commercial,all renewables,5.16,0.01761
2024,DE,Delaware,All Commercial,estimated small scale solar photovoltaic,39.16381,0
2024,DE,Delaware,All Commercial,renewable,5.16,0.01761
2024,DE,Delaware,All Commercial,solar photovoltaic,2.528,0.00863
2024,DE,Delaware,All Commercial,solar,2.528,0.00863
2024,DE,Delaware,All Commercial,estimated total solar photovoltaic,41.69181,0
2024,DE,Delaware,All Commercial,estimated total solar,41.69181,0
2024,DE,Delaware,All Commercial,wind,2.632,0.00898
2024,DE,Delaware,All Commercial,onshore wind turbine,2.632,0.00898
2024,DE,Delaware,All Industrial,all fuels,1160.75314,20.49755
2024,DE,Delaware,All Industrial,all renewables,20.66614,0.1661
2024,DE,Delaware,All Industrial,biomass,15.03614,0.14689
2024,DE,Delaware,All Industrial,estimated small scale solar photovoltaic,9.39019,0
2024,DE,Delaware,All Industrial,fossil fuels,1140.087,20.33145
2024,DE,Delaware,All Industrial,landfill gas,15.03614,0.14689
2024,DE,Delaware,All Industrial,municiapl landfill gas,15.03614,0.14689
2024,DE,Delaware,All Industrial,natural gas,918.97129,13.08999
2024,DE,Delaware,All Industrial,natural gas & other gases,1140.087,20.33145
2024,DE,Delaware,All Industrial,other gases,221.11571,7.24147
2024,DE,Delaware,All Industrial,petroleum coke,0,0
2024,DE,Delaware,All Industrial,petroleum,0,0
2024,DE,Delaware,All Industrial,renewable,20.66614,0.1661
2024,DE,Delaware,All Industrial,solar photovoltaic,5.63,0.01921
2024,DE,Delaware,All Industrial,solar,5.63,0.01921
2024,DE,Delaware,All Industrial,estimated total solar photovoltaic,15.02019,0
2024,DE,Delaware,All Industrial,estimated total solar,15.02019,0
2024,DE,Delaware,All Industrial,renewable waste products,15.03614,0.14689
2024,DE,Delaware,Electric Power,all fuels,3633.299,32.08509
2024,DE,Delaware,Electric Power,all renewables,184.273,0.82685
2024,DE,Delaware,Electric Power,biomass,26.649,0.28904
2024,DE,Delaware,Electric Power,bituminous coal and synthetic coal,143.87526,2.50856
2024,DE,Delaware,Electric Power,bituminous coal,143.87526,2.50856
2024,DE,Delaware,Electric Power,coal, excluding waste coal,143.87526,2.50856
2024,DE,Delaware,Electric Power,all coal products,143.87526,2.50856
2024,DE,Delaware,Electric Power,distillate fuel oil,1.22894,0.17971
2024,DE,Delaware,Electric Power,fossil fuels,3449.026,31.25824
2024,DE,Delaware,Electric Power,landfill gas,26.649,0.28904
2024,DE,Delaware,Electric Power,municiapl landfill gas,26.649,0.28904
2024,DE,Delaware,Electric Power,natural gas,3286.69499,28.37151
2024,DE,Delaware,Electric Power,natural gas & other gases,3286.69499,28.37151
2024,DE,Delaware,Electric Power,petroleum liquids,18.45575,0.37818
2024,DE,Delaware,Electric Power,petroleum,18.45575,0.37818
2024,DE,Delaware,Electric Power,renewable,184.273,0.82685
2024,DE,Delaware,Electric Power,residual fuel oil,17.22681,0.19847
2024,DE,Delaware,Electric Power,solar photovoltaic,157.624,0.53781
2024,DE,Delaware,Electric Power,subbituminous coal,0,0
2024,DE,Delaware,Electric Power,solar,157.624,0.53781
2024,DE,Delaware,Electric Power,renewable waste products,26.649,0.28904
2024,DE,Delaware,Electric Power,waste oil and other oils,0,0
2024,DE,Delaware,All Sectors,all fuels,4799.21214,52.60025
2024,DE,Delaware,All Sectors,all renewables,210.09914,1.01056
2024,DE,Delaware,All Sectors,biomass,41.68514,0.43593
2024,DE,Delaware,All Sectors,bituminous coal and synthetic coal,143.87526,2.50856
2024,DE,Delaware,All Sectors,bituminous coal,143.87526,2.50856
2024,DE,Delaware,All Sectors,coal, excluding waste coal,143.87526,2.50856
2024,DE,Delaware,All Sectors,all coal products,143.87526,2.50856
2024,DE,Delaware,All Sectors,distillate fuel oil,1.22894,0.17971
2024,DE,Delaware,All Sectors,estimated small scale solar photovoltaic,202.75305,0
2024,DE,Delaware,All Sectors,fossil fuels,4589.113,51.5897
2024,DE,Delaware,All Sectors,landfill gas,41.68514,0.43593
2024,DE,Delaware,All Sectors,municiapl landfill gas,41.68514,0.43593
2024,DE,Delaware,All Sectors,natural gas,4205.66628,41.46149
2024,DE,Delaware,All Sectors,natural gas & other gases,4426.78199,48.70296
2024,DE,Delaware,All Sectors,other gases,221.11571,7.24147
2024,DE,Delaware,All Sectors,petroleum coke,0,0
2024,DE,Delaware,All Sectors,petroleum liquids,18.45575,0.37818
2024,DE,Delaware,All Sectors,petroleum,18.45575,0.37818
2024,DE,Delaware,All Sectors,renewable,210.09914,1.01056
2024,DE,Delaware,All Sectors,residual fuel oil,17.22681,0.19847
2024,DE,Delaware,All Sectors,solar photovoltaic,165.782,0.56565
2024,DE,Delaware,All Sectors,subbituminous coal,0,0
2024,DE,Delaware,All Sectors,solar,165.782,0.56565
2024,DE,Delaware,All Sectors,estimated total solar photovoltaic,368.53505,0
2024,DE,Delaware,All Sectors,estimated total solar,368.53505,0
2024,DE,Delaware,All Sectors,renewable waste products,41.68514,0.43593
2024,DE,Delaware,All Sectors,wind,2.632,0.00898
2024,DE,Delaware,All Sectors,onshore wind turbine,2.632,0.00898
2024,DE,Delaware,All Sectors,waste oil and other oils,0,0
2024,ENC,East North Central,Electric Utility,all fuels,222905.03135,2047.5498
2024,ENC,East North Central,Electric Utility,all renewables,12624.18303,52.96802
2024,ENC,East North Central,Electric Utility,biomass,630.57291,12.03544
2024,ENC,East North Central,Electric Utility,bituminous coal and synthetic coal,40315.95237,444.14655
2024,ENC,East North Central,Electric Utility,bituminous coal,40315.95237,444.14655
2024,ENC,East North Central,Electric Utility,coal, excluding waste coal,89437.78361,959.14194
2024,ENC,East North Central,Electric Utility,all coal products,89437.78361,959.14194
2024,ENC,East North Central,Electric Utility,distillate fuel oil,287.95375,3.34082
2024,ENC,East North Central,Electric Utility,estimated small scale solar photovoltaic,0,0
2024,ENC,East North Central,Electric Utility,fossil fuels,181213.41831,1706.86796
2024,ENC,East North Central,Electric Utility,hydro-electric pumped storage,-976.469,0
2024,ENC,East North Central,Electric Utility,conventional hydroelectric,3743.72458,12.77416
2024,ENC,East North Central,Electric Utility,landfill gas,169.115,2.25903
2024,ENC,East North Central,Electric Utility,municiapl landfill gas,182.2543,2.55119
2024,ENC,East North Central,Electric Utility,biogenic municipal solid waste,13.1393,0.29216
2024,ENC,East North Central,Electric Utility,natural gas,90218.90419,730.8453
2024,ENC,East North Central,Electric Utility,natural gas & other gases,90218.90419,730.8453
2024,ENC,East North Central,Electric Utility,nuclear,26280.776,274.48118
2024,ENC,East North Central,Electric Utility,biomass,0,0
2024,ENC,East North Central,Electric Utility,biomass,13.1393,0.29216
2024,ENC,East North Central,Electric Utility,other renewables,0,0
2024,ENC,East North Central,Electric Utility,other,19.39843,0.45848
2024,ENC,East North Central,Electric Utility,petroleum coke,1262.99128,13.41416
2024,ENC,East North Central,Electric Utility,petroleum liquids,293.73923,3.46656
2024,ENC,East North Central,Electric Utility,petroleum,1556.73051,16.88072
2024,ENC,East North Central,Electric Utility,refined coal,0,0
2024,ENC,East North Central,Electric Utility,renewable,16367.90761,65.74218
2024,ENC,East North Central,Electric Utility,residual fuel oil,5.70948,0.12424
2024,ENC,East North Central,Electric Utility,solar photovoltaic,4519.904,15.4323
2024,ENC,East North Central,Electric Utility,subbituminous coal,49121.83125,514.99539
2024,ENC,East North Central,Electric Utility,solar,4519.904,15.4323
2024,ENC,East North Central,Electric Utility,estimated total solar photovoltaic,4519.904,0
2024,ENC,East North Central,Electric Utility,estimated total solar,4519.904,0
2024,ENC,East North Central,Electric Utility,renewable waste products,182.2543,2.55119
2024,ENC,East North Central,Electric Utility,wind,7473.70613,25.50028
2024,ENC,East North Central,Electric Utility,onshore wind turbine,7473.70613,25.50028
2024,ENC,East North Central,Electric Utility,waste oil and other oils,0.076,0.00149
2024,ENC,East North Central,Electric Utility,wood and wood wastes,448.3186,9.48425
2024,ENC,East North Central,IPP Non-CHP,all fuels,352510.90402,2930.30362
2024,ENC,East North Central,IPP Non-CHP,all renewables,54536.21265,207.24636
2024,ENC,East North Central,IPP Non-CHP,biomass,1879.9503,27.58319
2024,ENC,East North Central,IPP Non-CHP,bituminous coal and synthetic coal,36659.22939,364.99792
2024,ENC,East North Central,IPP Non-CHP,bituminous coal,36659.22939,364.99792
2024,ENC,East North Central,IPP Non-CHP,coal, excluding waste coal,50364.97286,522.47847
2024,ENC,East North Central,IPP Non-CHP,all coal products,50364.97286,522.47847
2024,ENC,East North Central,IPP Non-CHP,distillate fuel oil,125.25606,1.35517
2024,ENC,East North Central,IPP Non-CHP,fossil fuels,170259.08851,1391.80219
2024,ENC,East North Central,IPP Non-CHP,conventional hydroelectric,380.439,1.29805
2024,ENC,East North Central,IPP Non-CHP,landfill gas,1219.61529,17.45875
2024,ENC,East North Central,IPP Non-CHP,municiapl landfill gas,1219.61529,17.45875
2024,ENC,East North Central,IPP Non-CHP,natural gas,119768.85959,867.96855
2024,ENC,East North Central,IPP Non-CHP,natural gas & other gases,119768.85959,867.96855
2024,ENC,East North Central,IPP Non-CHP,nuclear,127305.716,1329.40291
2024,ENC,East North Central,IPP Non-CHP,biomass,12.23953,0.11348
2024,ENC,East North Central,IPP Non-CHP,biomass,12.23953,0.11348
2024,ENC,East North Central,IPP Non-CHP,other renewables,12.23953,0.11348
2024,ENC,East North Central,IPP Non-CHP,other,29.44787,0.55412
2024,ENC,East North Central,IPP Non-CHP,petroleum liquids,125.25606,1.35517
2024,ENC,East North Central,IPP Non-CHP,petroleum,125.25606,1.35517
2024,ENC,East North Central,IPP Non-CHP,refined coal,0,0
2024,ENC,East North Central,IPP Non-CHP,renewable,54916.65165,208.54441
2024,ENC,East North Central,IPP Non-CHP,solar photovoltaic,10346.74747,35.3031
2024,ENC,East North Central,IPP Non-CHP,subbituminous coal,13705.74346,157.48056
2024,ENC,East North Central,IPP Non-CHP,solar,10346.74747,35.3031
2024,ENC,East North Central,IPP Non-CHP,renewable waste products,1231.85482,17.57223
2024,ENC,East North Central,IPP Non-CHP,wind,42309.51487,144.36007
2024,ENC,East North Central,IPP Non-CHP,onshore wind turbine,42309.51487,144.36007
2024,ENC,East North Central,IPP Non-CHP,waste oil and other oils,0,0
2024,ENC,East North Central,IPP Non-CHP,wood and wood wastes,648.09548,10.01096
2024,ENC,East North Central,IPP CHP,all fuels,27133.01034,270.85253
2024,ENC,East North Central,IPP CHP,all renewables,69.53816,1.20644
2024,ENC,East North Central,IPP CHP,biomass,69.53816,1.20644
2024,ENC,East North Central,IPP CHP,bituminous coal and synthetic coal,3525.3082,41.91186
2024,ENC,East North Central,IPP CHP,bituminous coal,3525.3082,41.91186
2024,ENC,East North Central,IPP CHP,coal, excluding waste coal,3525.3082,41.91186
2024,ENC,East North Central,IPP CHP,all coal products,3525.3082,41.91186
2024,ENC,East North Central,IPP CHP,distillate fuel oil,1.70873,0.02383
2024,ENC,East North Central,IPP CHP,fossil fuels,27062.76939,269.63671
2024,ENC,East North Central,IPP CHP,landfill gas,8.06334,0.08314
2024,ENC,East North Central,IPP CHP,municiapl landfill gas,8.06334,0.08314
2024,ENC,East North Central,IPP CHP,natural gas,20953.38423,197.35984
2024,ENC,East North Central,IPP CHP,natural gas & other gases,22534.32414,214.18525
2024,ENC,East North Central,IPP CHP,biomass,21.40358,0.30195
2024,ENC,East North Central,IPP CHP,biomass,21.40358,0.30195
2024,ENC,East North Central,IPP CHP,other gases,1580.93991,16.82541
2024,ENC,East North Central,IPP CHP,other renewables,21.40358,0.30195
2024,ENC,East North Central,IPP CHP,other,0.70278,0.00938
2024,ENC,East North Central,IPP CHP,petroleum coke,1001.42832,13.51578
2024,ENC,East North Central,IPP CHP,petroleum liquids,1.70873,0.02383
2024,ENC,East North Central,IPP CHP,petroleum,1003.13705,13.53961
2024,ENC,East North Central,IPP CHP,renewable,69.53816,1.20644
2024,ENC,East North Central,IPP CHP,subbituminous coal,0,0
2024,ENC,East North Central,IPP CHP,renewable waste products,29.46692,0.38509
