period,location,state,sector,fuel,generation,totalConsumptionBtu
2024,CA,California,Electric Power Sector Non-CHP,natural gas,67286.1882,510.87004
2024,CA,California,Electric Power Sector Non-CHP,natural gas & other gases,67286.1882,510.87004
2024,CA,California,Electric Power Sector Non-CHP,nuclear,18378.835,191.92286
2024,CA,California,Electric Power Sector Non-CHP,biomass,354.0791,4.60848
2024,CA,California,Electric Power Sector Non-CHP,biomass,354.0791,4.60848
2024,CA,California,Electric Power Sector Non-CHP,other gases,0,0
2024,CA,California,Electric Power Sector Non-CHP,other renewables,354.0791,4.60848
2024,CA,California,Electric Power Sector Non-CHP,other,-1392.133,0
2024,CA,California,Electric Power Sector Non-CHP,petroleum coke,0,0
2024,CA,California,Electric Power Sector Non-CHP,petroleum liquids,38.65237,0.46082
2024,CA,California,Electric Power Sector Non-CHP,petroleum,38.65237,0.46082
2024,CA,California,Electric Power Sector Non-CHP,renewable,105995.17722,401.91649
2024,CA,California,Electric Power Sector Non-CHP,residual fuel oil,0,0
2024,CA,California,Electric Power Sector Non-CHP,solar photovoltaic,45893.51679,156.58869
2024,CA,California,Electric Power Sector Non-CHP,solar thermal,2045.315,21.06675
2024,CA,California,Electric Power Sector Non-CHP,solar,47938.83179,177.65544
2024,CA,California,Electric Power Sector Non-CHP,renewable waste products,1415.1128,16.7441
2024,CA,California,Electric Power Sector Non-CHP,wind,15626.48348,53.31758
2024,CA,California,Electric Power Sector Non-CHP,onshore wind turbine,15626.48348,53.31758
2024,CA,California,Electric Power Sector Non-CHP,waste oil and other oils,7.61088,0.12698
2024,CA,California,Electric Power Sector Non-CHP,wood and wood wastes,1054.51813,17.84979
2024,CA,California,Independent Power Producers,all fuels,124107.34854,689.55611
2024,CA,California,Independent Power Producers,all renewables,75614.15164,310.00965
2024,CA,California,Independent Power Producers,biomass,3219.84842,48.91216
2024,CA,California,Independent Power Producers,bituminous coal and synthetic coal,0,0
2024,CA,California,Independent Power Producers,bituminous coal,0,0
2024,CA,California,Independent Power Producers,coal, excluding waste coal,0,0
2024,CA,California,Independent Power Producers,all coal products,0,0
2024,CA,California,Independent Power Producers,distillate fuel oil,0,0
2024,CA,California,Independent Power Producers,estimated small scale solar photovoltaic,0,0
2024,CA,California,Independent Power Producers,fossil fuels,48349.45257,374.33636
2024,CA,California,Independent Power Producers,geothermal,9882.979,33.72072
2024,CA,California,Independent Power Producers,conventional hydroelectric,1469.78603,5.01548
2024,CA,California,Independent Power Producers,landfill gas,1119.99991,12.88529
2024,CA,California,Independent Power Producers,municiapl landfill gas,1124.38964,13.04452
2024,CA,California,Independent Power Producers,biogenic municipal solid waste,4.38973,0.15923
2024,CA,California,Independent Power Producers,natural gas,48343.49468,374.23931
2024,CA,California,Independent Power Producers,natural gas & other gases,48343.49468,374.23931
2024,CA,California,Independent Power Producers,biomass,338.58437,4.82547
2024,CA,California,Independent Power Producers,biomass,342.97409,4.9847
2024,CA,California,Independent Power Producers,other renewables,338.58437,4.82547
2024,CA,California,Independent Power Producers,other,-1326.04169,0.19462
2024,CA,California,Independent Power Producers,petroleum coke,0,0
2024,CA,California,Independent Power Producers,petroleum liquids,5.95788,0.09706
2024,CA,California,Independent Power Producers,petroleum,5.95788,0.09706
2024,CA,California,Independent Power Producers,renewable,77083.93767,315.02514
2024,CA,California,Independent Power Producers,solar photovoltaic,45594.85374,155.56963
2024,CA,California,Independent Power Producers,solar thermal,2045.315,21.06675
2024,CA,California,Independent Power Producers,solar,47640.16874,176.63638
2024,CA,California,Independent Power Producers,estimated total solar photovoltaic,45594.85376,0
2024,CA,California,Independent Power Producers,estimated total solar,47640.16876,0
2024,CA,California,Independent Power Producers,renewable waste products,1462.974,17.86999
2024,CA,California,Independent Power Producers,wind,14871.15548,50.7404
2024,CA,California,Independent Power Producers,onshore wind turbine,14871.15548,50.7404
2024,CA,California,Independent Power Producers,waste oil and other oils,5.95788,0.09706
2024,CA,California,Independent Power Producers,wood and wood wastes,1756.87442,31.04217
2024,CA,California,Coal Consumption,all fuels,2234.84331,29.13491
2024,CA,California,Coal Consumption,all renewables,2.11031,0.0072
2024,CA,California,Coal Consumption,fossil fuels,2232.733,29.12771
2024,CA,California,Coal Consumption,natural gas,2195.883,28.52654
2024,CA,California,Coal Consumption,natural gas & other gases,2232.733,29.12771
2024,CA,California,Coal Consumption,other gases,36.85,0.60117
2024,CA,California,Coal Consumption,renewable,2.11031,0.0072
2024,CA,California,Coal Consumption,solar photovoltaic,2.11031,0.0072
2024,CA,California,Coal Consumption,solar,2.11031,0.0072
2024,CA,California,All Commercial,all fuels,2371.72944,28.80511
2024,CA,California,All Commercial,all renewables,890.80068,9.49663
2024,CA,California,All Commercial,biomass,720.41808,8.91528
2024,CA,California,All Commercial,distillate fuel oil,8.2587,0.19845
2024,CA,California,All Commercial,estimated small scale solar photovoltaic,6452.34032,0
2024,CA,California,All Commercial,fossil fuels,1433.29046,18.41265
2024,CA,California,All Commercial,hydro-electric pumped storage,0,0
2024,CA,California,All Commercial,conventional hydroelectric,18.188,0.06206
2024,CA,California,All Commercial,landfill gas,281.989,3.82256
2024,CA,California,All Commercial,municiapl landfill gas,307.29193,4.50422
2024,CA,California,All Commercial,biogenic municipal solid waste,25.30293,0.68167
2024,CA,California,All Commercial,natural gas,1425.03176,18.2142
2024,CA,California,All Commercial,natural gas & other gases,1425.03176,18.2142
2024,CA,California,All Commercial,biomass,413.12615,4.41105
2024,CA,California,All Commercial,biomass,438.42908,5.09272
2024,CA,California,All Commercial,other renewables,413.12615,4.41105
2024,CA,California,All Commercial,other,29.4503,0.83378
2024,CA,California,All Commercial,petroleum liquids,8.2587,0.19845
2024,CA,California,All Commercial,petroleum,8.2587,0.19845
2024,CA,California,All Commercial,renewable,908.98868,9.55868
2024,CA,California,All Commercial,solar photovoltaic,164.6646,0.56184
2024,CA,California,All Commercial,solar,164.6646,0.56184
2024,CA,California,All Commercial,estimated total solar photovoltaic,6617.00492,0
2024,CA,California,All Commercial,estimated total solar,6617.00492,0
2024,CA,California,All Commercial,renewable waste products,720.41808,8.91528
2024,CA,California,All Commercial,wind,5.718,0.01951
2024,CA,California,All Commercial,onshore wind turbine,5.718,0.01951
2024,CA,California,All Commercial,waste oil and other oils,0,0
2024,CA,California,All Industrial,all fuels,11790.77439,167.03564
2024,CA,California,All Industrial,all renewables,1094.59042,19.09394
2024,CA,California,All Industrial,biomass,761.34808,17.95691
2024,CA,California,All Industrial,bituminous coal and synthetic coal,245.55352,12.10898
2024,CA,California,All Industrial,bituminous coal,245.55352,12.10898
2024,CA,California,All Industrial,coal, excluding waste coal,245.55352,12.10898
2024,CA,California,All Industrial,all coal products,245.55352,12.10898
2024,CA,California,All Industrial,distillate fuel oil,0.31983,0.0074
2024,CA,California,All Industrial,estimated small scale solar photovoltaic,3274.12373,0
2024,CA,California,All Industrial,fossil fuels,10450.87197,147.10438
2024,CA,California,All Industrial,landfill gas,29.614,0.2135
2024,CA,California,All Industrial,municiapl landfill gas,29.614,0.2135
2024,CA,California,All Industrial,natural gas,8986.78302,110.73178
2024,CA,California,All Industrial,natural gas & other gases,10195.64356,134.88827
2024,CA,California,All Industrial,biomass,12.364,0.12993
2024,CA,California,All Industrial,biomass,12.364,0.12993
2024,CA,California,All Industrial,other gases,1208.86053,24.15649
2024,CA,California,All Industrial,other renewables,12.364,0.12993
2024,CA,California,All Industrial,other,245.312,0.83731
2024,CA,California,All Industrial,petroleum liquids,9.6749,0.10713
2024,CA,California,All Industrial,petroleum,9.6749,0.10713
2024,CA,California,All Industrial,refined coal,0,0
2024,CA,California,All Industrial,renewable,1094.59042,19.09394
2024,CA,California,All Industrial,residual fuel oil,0,0
2024,CA,California,All Industrial,solar photovoltaic,317.09086,1.08192
2024,CA,California,All Industrial,solar,317.09086,1.08192
2024,CA,California,All Industrial,estimated total solar photovoltaic,3591.2146,0
2024,CA,California,All Industrial,estimated total solar,3591.2146,0
2024,CA,California,All Industrial,renewable waste products,41.978,0.34342
2024,CA,California,All Industrial,wind,16.15148,0.05511
2024,CA,California,All Industrial,onshore wind turbine,16.15148,0.05511
2024,CA,California,All Industrial,waste oil and other oils,9.35507,0.09973
2024,CA,California,All Industrial,wood and wood wastes,719.37008,17.61349
2024,CA,California,Electric Power,all fuels,200028.87951,1197.53904
2024,CA,California,Electric Power,all renewables,77364.94167,316.18591
2024,CA,California,Electric Power,biomass,3268.12546,49.27942
2024,CA,California,Electric Power,bituminous coal and synthetic coal,0,0
2024,CA,California,Electric Power,bituminous coal,0,0
2024,CA,California,Electric Power,coal, excluding waste coal,0,0
2024,CA,California,Electric Power,all coal products,0,0
2024,CA,California,Electric Power,distillate fuel oil,31.04148,0.33384
2024,CA,California,Electric Power,fossil fuels,76282.5125,588.79562
2024,CA,California,Electric Power,geothermal,10524.488,35.90954
2024,CA,California,Electric Power,hydro-electric pumped storage,-45.688,0
2024,CA,California,Electric Power,conventional hydroelectric,29435.74303,100.44005
2024,CA,California,Electric Power,landfill gas,1122.17465,12.9208
2024,CA,California,Electric Power,municiapl landfill gas,1126.56437,13.08002
2024,CA,California,Electric Power,biogenic municipal solid waste,4.38973,0.15923
2024,CA,California,Electric Power,natural gas,76243.86013,588.3348
2024,CA,California,Electric Power,natural gas & other gases,76243.86013,588.3348
2024,CA,California,Electric Power,nuclear,18378.835,191.92286
2024,CA,California,Electric Power,biomass,384.68667,5.15722
2024,CA,California,Electric Power,biomass,389.07639,5.31645
2024,CA,California,Electric Power,other gases,0,0
2024,CA,California,Electric Power,other renewables,384.68667,5.15722
2024,CA,California,Electric Power,other,-1387.46469,0.19462
2024,CA,California,Electric Power,petroleum coke,0,0
2024,CA,California,Electric Power,petroleum liquids,38.65237,0.46082
2024,CA,California,Electric Power,petroleum,38.65237,0.46082
2024,CA,California,Electric Power,renewable,106800.68471,416.62595
2024,CA,California,Electric Power,residual fuel oil,0,0
2024,CA,California,Electric Power,solar photovoltaic,45900.52974,156.61262
2024,CA,California,Electric Power,solar thermal,2045.315,21.06675
2024,CA,California,Electric Power,solar,47945.84474,177.67937
2024,CA,California,Electric Power,renewable waste products,1511.25104,18.23725
2024,CA,California,Electric Power,wind,15626.48348,53.31758
2024,CA,California,Electric Power,onshore wind turbine,15626.48348,53.31758
2024,CA,California,Electric Power,waste oil and other oils,7.61088,0.12698
2024,CA,California,Electric Power,wood and wood wastes,1756.87442,31.04217
2024,CA,California,All Sectors,all fuels,214191.38334,1393.37979
2024,CA,California,All Sectors,all renewables,79350.33277,344.77647
2024,CA,California,All Sectors,biomass,4749.89162,76.1516
2024,CA,California,All Sectors,bituminous coal and synthetic coal,245.55352,12.10898
2024,CA,California,All Sectors,bituminous coal,245.55352,12.10898
2024,CA,California,All Sectors,coal, excluding waste coal,245.55352,12.10898
2024,CA,California,All Sectors,all coal products,245.55352,12.10898
2024,CA,California,All Sectors,distillate fuel oil,39.62001,0.53969
2024,CA,California,All Sectors,estimated small scale solar photovoltaic,31724.22852,0
2024,CA,California,All Sectors,fossil fuels,88166.67493,754.31265
2024,CA,California,All Sectors,geothermal,10524.488,35.90954
2024,CA,California,All Sectors,hydro-electric pumped storage,-45.688,0
2024,CA,California,All Sectors,conventional hydroelectric,29453.93103,100.50211
2024,CA,California,All Sectors,landfill gas,1433.77765,16.95685
2024,CA,California,All Sectors,municiapl landfill gas,1463.4703,17.79774
2024,CA,California,All Sectors,biogenic municipal solid waste,29.69265,0.8409
2024,CA,California,All Sectors,natural gas,86655.67491,717.28078
2024,CA,California,All Sectors,natural gas & other gases,87864.53544,741.43727
2024,CA,California,All Sectors,nuclear,18378.835,191.92286
2024,CA,California,All Sectors,biomass,810.17682,9.6982
2024,CA,California,All Sectors,biomass,839.86947,10.5391
2024,CA,California,All Sectors,other gases,1208.86053,24.15649
2024,CA,California,All Sectors,other renewables,810.17682,9.6982
2024,CA,California,All Sectors,other,-1112.70239,1.86571
2024,CA,California,All Sectors,petroleum coke,0,0
2024,CA,California,All Sectors,petroleum liquids,56.58597,0.7664
2024,CA,California,All Sectors,petroleum,56.58597,0.7664
2024,CA,California,All Sectors,refined coal,0,0
2024,CA,California,All Sectors,renewable,108804.2638,445.27858
2024,CA,California,All Sectors,residual fuel oil,0,0
2024,CA,California,All Sectors,solar photovoltaic,46382.28519,158.25638
2024,CA,California,All Sectors,solar thermal,2045.315,21.06675
2024,CA,California,All Sectors,solar,48427.60019,179.32313
2024,CA,California,All Sectors,estimated total solar photovoltaic,78106.51372,0
2024,CA,California,All Sectors,estimated total solar,80151.82872,0
2024,CA,California,All Sectors,renewable waste products,2273.64712,27.49594
2024,CA,California,All Sectors,wind,15648.35296,53.3922
2024,CA,California,All Sectors,onshore wind turbine,15648.35296,53.3922
2024,CA,California,All Sectors,waste oil and other oils,16.96596,0.22671
2024,CA,California,All Sectors,wood and wood wastes,2476.2445,48.65566
2024,CO,Colorado,Electric Utility,all fuels,37597.9747,325.18442
2024,CO,Colorado,Electric Utility,anthracite coal,0,0
2024,CO,Colorado,Electric Utility,all renewables,4432.921,15.12512
2024,CO,Colorado,Electric Utility,bituminous coal and synthetic coal,2097.59802,22.7317
2024,CO,Colorado,Electric Utility,bituminous coal,2097.59802,22.7317
2024,CO,Colorado,Electric Utility,coal, excluding waste coal,16477.71817,177.90424
2024,CO,Colorado,Electric Utility,all coal products,16477.71817,177.90424
2024,CO,Colorado,Electric Utility,distillate fuel oil,38.56832,0.49728
2024,CO,Colorado,Electric Utility,estimated small scale solar photovoltaic,0,0
2024,CO,Colorado,Electric Utility,fossil fuels,31686.6457,305.20117
2024,CO,Colorado,Electric Utility,hydro-electric pumped storage,66.939,0
2024,CO,Colorado,Electric Utility,conventional hydroelectric,1423.208,4.85814
2024,CO,Colorado,Electric Utility,natural gas,15170.3592,126.79965
2024,CO,Colorado,Electric Utility,natural gas & other gases,15170.3592,126.79965
2024,CO,Colorado,Electric Utility,other,-11.739,0
2024,CO,Colorado,Electric Utility,petroleum liquids,38.56832,0.49728
2024,CO,Colorado,Electric Utility,petroleum,38.56832,0.49728
2024,CO,Colorado,Electric Utility,renewable,5856.129,19.98326
2024,CO,Colorado,Electric Utility,solar photovoltaic,17.711,0.06043
2024,CO,Colorado,Electric Utility,subbituminous coal,14380.12015,155.17254
2024,CO,Colorado,Electric Utility,solar,17.711,0.06043
2024,CO,Colorado,Electric Utility,estimated total solar photovoltaic,17.711,0
2024,CO,Colorado,Electric Utility,estimated total solar,17.711,0
2024,CO,Colorado,Electric Utility,wind,4415.21,15.06469
2024,CO,Colorado,Electric Utility,onshore wind turbine,4415.21,15.06469
2024,CO,Colorado,IPP Non-CHP,all fuels,20871.61009,88.73257
2024,CO,Colorado,IPP Non-CHP,all renewables,18121.91579,62.30411
2024,CO,Colorado,IPP Non-CHP,biomass,50.519,0.64449
2024,CO,Colorado,IPP Non-CHP,distillate fuel oil,3.33108,0.04012
2024,CO,Colorado,IPP Non-CHP,fossil fuels,2563.929,25.66328
2024,CO,Colorado,IPP Non-CHP,conventional hydroelectric,222.7903,0.76019
2024,CO,Colorado,IPP Non-CHP,landfill gas,37.421,0.43558
2024,CO,Colorado,IPP Non-CHP,municiapl landfill gas,37.421,0.43558
2024,CO,Colorado,IPP Non-CHP,natural gas,2560.59792,25.62315
2024,CO,Colorado,IPP Non-CHP,natural gas & other gases,2560.59792,25.62315
2024,CO,Colorado,IPP Non-CHP,other,-37.025,0.005
2024,CO,Colorado,IPP Non-CHP,petroleum liquids,3.33108,0.04012
2024,CO,Colorado,IPP Non-CHP,petroleum,3.33108,0.04012
2024,CO,Colorado,IPP Non-CHP,renewable,18344.70609,63.0643
2024,CO,Colorado,IPP Non-CHP,solar photovoltaic,4887.33479,16.6756
2024,CO,Colorado,IPP Non-CHP,solar,4887.33479,16.6756
2024,CO,Colorado,IPP Non-CHP,renewable waste products,37.421,0.43558
2024,CO,Colorado,IPP Non-CHP,wind,13184.062,44.98402
2024,CO,Colorado,IPP Non-CHP,onshore wind turbine,13184.062,44.98402
2024,CO,Colorado,IPP Non-CHP,wood and wood wastes,13.098,0.20891
2024,CO,Colorado,IPP CHP,all fuels,59.1,0.74992
2024,CO,Colorado,IPP CHP,all renewables,37.492,0.60854
2024,CO,Colorado,IPP CHP,biomass,37.492,0.60854
2024,CO,Colorado,IPP CHP,fossil fuels,21.608,0.14138
2024,CO,Colorado,IPP CHP,natural gas,21.608,0.14138
2024,CO,Colorado,IPP CHP,natural gas & other gases,21.608,0.14138
2024,CO,Colorado,IPP CHP,biomass,37.492,0.60854
2024,CO,Colorado,IPP CHP,biomass,37.492,0.60854
2024,CO,Colorado,IPP CHP,other renewables,37.492,0.60854
2024,CO,Colorado,IPP CHP,petroleum liquids,0,0
2024,CO,Colorado,IPP CHP,petroleum,0,0
2024,CO,Colorado,IPP CHP,renewable,37.492,0.60854
2024,CO,Colorado,IPP CHP,renewable waste products,37.492,0.60854
2024,CO,Colorado,IPP CHP,waste oil and other oils,0,0
2024,CO,Colorado,Commercial Non-CHP,all fuels,17.239,0.07046
2024,CO,Colorado,Commercial Non-CHP,all renewables,6.286,0.02145
2024,CO,Colorado,Commercial Non-CHP,conventional hydroelectric,14.364,0.04901
2024,CO,Colorado,Commercial Non-CHP,other,-3.411,0
2024,CO,Colorado,Commercial Non-CHP,renewable,20.65,0.07046
2024,CO,Colorado,Commercial Non-CHP,solar photovoltaic,6.286,0.02145
2024,CO,Colorado,Commercial Non-CHP,solar,6.286,0.02145
2024,CO,Colorado,Commercial CHP,all fuels,4.61724,0.07722
2024,CO,Colorado,Commercial CHP,distillate fuel oil,0.00361,0.00007
2024,CO,Colorado,Commercial CHP,fossil fuels,4.61724,0.07722
2024,CO,Colorado,Commercial CHP,natural gas,4.61363,0.07715
2024,CO,Colorado,Commercial CHP,natural gas & other gases,4.61363,0.07715
2024,CO,Colorado,Commercial CHP,petroleum liquids,0.00361,0.00007
2024,CO,Colorado,Commercial CHP,petroleum,0.00361,0.00007
2024,CO,Colorado,Industrial Non-CHP,all fuels,78.055,0.26632
2024,CO,Colorado,Industrial Non-CHP,all renewables,29.933,0.10213
2024,CO,Colorado,Industrial Non-CHP,fossil fuels,0,0
2024,CO,Colorado,Industrial Non-CHP,natural gas,0,0
2024,CO,Colorado,Industrial Non-CHP,natural gas & other gases,0,0
2024,CO,Colorado,Industrial Non-CHP,other,48.122,0.16419
2024,CO,Colorado,Industrial Non-CHP,renewable,29.933,0.10213
2024,CO,Colorado,Industrial Non-CHP,solar photovoltaic,27.195,0.09279
2024,CO,Colorado,Industrial Non-CHP,solar,27.195,0.09279
2024,CO,Colorado,Industrial Non-CHP,wind,2.738,0.00934
2024,CO,Colorado,Industrial Non-CHP,onshore wind turbine,2.738,0.00934
2024,CO,Colorado,Industrial CHP,all fuels,169.79936,5.56408
2024,CO,Colorado,Industrial CHP,bituminous coal and synthetic coal,0,0
2024,CO,Colorado,Industrial CHP,bituminous coal,0,0
2024,CO,Colorado,Industrial CHP,coal, excluding waste coal,0,0
2024,CO,Colorado,Industrial CHP,all coal products,0,0
2024,CO,Colorado,Industrial CHP,distillate fuel oil,0.176,0.002
2024,CO,Colorado,Industrial CHP,fossil fuels,169.79936,5.56408
2024,CO,Colorado,Industrial CHP,natural gas,169.62336,5.56207
2024,CO,Colorado,Industrial CHP,natural gas & other gases,169.62336,5.56207
2024,CO,Colorado,Industrial CHP,petroleum liquids,0.176,0.002
2024,CO,Colorado,Industrial CHP,petroleum,0.176,0.002
2024,CO,Colorado,Industrial CHP,subbituminous coal,0,0
2024,CO,Colorado,Industrial CHP,waste oil and other oils,0,0
2024,CO,Colorado,Residential,estimated small scale solar photovoltaic,1565.60002,0
2024,CO,Colorado,Residential,estimated total solar photovoltaic,1565.60002,0
2024,CO,Colorado,Residential,estimated total solar,1565.60002,0
2024,CO,Colorado,Electric Power Sector Non-CHP,all fuels,58469.58479,413.91699
2024,CO,Colorado,Electric Power Sector Non-CHP,anthracite coal,0,0
2024,CO,Colorado,Electric Power Sector Non-CHP,all renewables,22554.83679,77.42924
2024,CO,Colorado,Electric Power Sector Non-CHP,biomass,50.519,0.64449
2024,CO,Colorado,Electric Power Sector Non-CHP,bituminous coal and synthetic coal,2097.59802,22.7317
2024,CO,Colorado,Electric Power Sector Non-CHP,bituminous coal,2097.59802,22.7317
2024,CO,Colorado,Electric Power Sector Non-CHP,coal, excluding waste coal,16477.71817,177.90424
2024,CO,Colorado,Electric Power Sector Non-CHP,all coal products,16477.71817,177.90424
2024,CO,Colorado,Electric Power Sector Non-CHP,distillate fuel oil,41.8994,0.5374
2024,CO,Colorado,Electric Power Sector Non-CHP,fossil fuels,34250.5747,330.86444
2024,CO,Colorado,Electric Power Sector Non-CHP,hydro-electric pumped storage,66.939,0
2024,CO,Colorado,Electric Power Sector Non-CHP,conventional hydroelectric,1645.9983,5.61832
2024,CO,Colorado,Electric Power Sector Non-CHP,landfill gas,37.421,0.43558
2024,CO,Colorado,Electric Power Sector Non-CHP,municiapl landfill gas,37.421,0.43558
2024,CO,Colorado,Electric Power Sector Non-CHP,natural gas,17730.95713,152.4228
2024,CO,Colorado,Electric Power Sector Non-CHP,natural gas & other gases,17730.95713,152.4228
2024,CO,Colorado,Electric Power Sector Non-CHP,other,-48.764,0.005
2024,CO,Colorado,Electric Power Sector Non-CHP,petroleum liquids,41.8994,0.5374
2024,CO,Colorado,Electric Power Sector Non-CHP,petroleum,41.8994,0.5374
2024,CO,Colorado,Electric Power Sector Non-CHP,renewable,24200.83509,83.04756
2024,CO,Colorado,Electric Power Sector Non-CHP,solar photovoltaic,4905.04579,16.73603
2024,CO,Colorado,Electric Power Sector Non-CHP,subbituminous coal,14380.12015,155.17254
2024,CO,Colorado,Electric Power Sector Non-CHP,solar,4905.04579,16.73603
2024,CO,Colorado,Electric Power Sector Non-CHP,renewable waste products,37.421,0.43558
2024,CO,Colorado,Electric Power Sector Non-CHP,wind,17599.272,60.04871
2024,CO,Colorado,Electric Power Sector Non-CHP,onshore wind turbine,17599.272,60.04871
2024,CO,Colorado,Electric Power Sector Non-CHP,wood and wood wastes,13.098,0.20891
2024,CO,Colorado,Independent Power Producers,all fuels,20930.71009,89.48249
2024,CO,Colorado,Independent Power Producers,all renewables,18159.40779,62.91265
2024,CO,Colorado,Independent Power Producers,biomass,88.011,1.25303
2024,CO,Colorado,Independent Power Producers,distillate fuel oil,3.33108,0.04012
2024,CO,Colorado,Independent Power Producers,estimated small scale solar photovoltaic,0,0
2024,CO,Colorado,Independent Power Producers,fossil fuels,2585.537,25.80466
2024,CO,Colorado,Independent Power Producers,conventional hydroelectric,222.7903,0.76019
2024,CO,Colorado,Independent Power Producers,landfill gas,37.421,0.43558
2024,CO,Colorado,Independent Power Producers,municiapl landfill gas,37.421,0.43558
2024,CO,Colorado,Independent Power Producers,natural gas,2582.20592,25.76453
2024,CO,Colorado,Independent Power Producers,natural gas & other gases,2582.20592,25.76453
2024,CO,Colorado,Independent Power Producers,biomass,37.492,0.60854
2024,CO,Colorado,Independent Power Producers,biomass,37.492,0.60854
2024,CO,Colorado,Independent Power Producers,other renewables,37.492,0.60854
2024,CO,Colorado,Independent Power Producers,other,-37.025,0.005
2024,CO,Colorado,Independent Power Producers,petroleum liquids,3.33108,0.04012
2024,CO,Colorado,Independent Power Producers,petroleum,3.33108,0.04012
2024,CO,Colorado,Independent Power Producers,renewable,18382.19809,63.67284
2024,CO,Colorado,Independent Power Producers,solar photovoltaic,4887.33479,16.6756
2024,CO,Colorado,Independent Power Producers,solar,4887.33479,16.6756
2024,CO,Colorado,Independent Power Producers,estimated total solar photovoltaic,4887.33481,0
2024,CO,Colorado,Independent Power Producers,estimated total solar,4887.33481,0
2024,CO,Colorado,Independent Power Producers,renewable waste products,74.913,1.04412
2024,CO,Colorado,Independent Power Producers,wind,13184.062,44.98402
2024,CO,Colorado,Independent Power Producers,onshore wind turbine,13184.062,44.98402
2024,CO,Colorado,Independent Power Producers,waste oil and other oils,0,0
2024,CO,Colorado,Independent Power Producers,wood and wood wastes,13.098,0.20891
2024,CO,Colorado,All Commercial,all fuels,21.85624,0.14768
2024,CO,Colorado,All Commercial,all renewables,6.286,0.02145
2024,CO,Colorado,All Commercial,distillate fuel oil,0.00361,0.00007
2024,CO,Colorado,All Commercial,estimated small scale solar photovoltaic,408.74998,0
2024,CO,Colorado,All Commercial,fossil fuels,4.61724,0.07722
2024,CO,Colorado,All Commercial,conventional hydroelectric,14.364,0.04901
2024,CO,Colorado,All Commercial,natural gas,4.61363,0.07715
2024,CO,Colorado,All Commercial,natural gas & other gases,4.61363,0.07715
2024,CO,Colorado,All Commercial,other,-3.411,0
2024,CO,Colorado,All Commercial,petroleum liquids,0.00361,0.00007
2024,CO,Colorado,All Commercial,petroleum,0.00361,0.00007
2024,CO,Colorado,All Commercial,renewable,20.65,0.07046
2024,CO,Colorado,All Commercial,solar photovoltaic,6.286,0.02145
2024,CO,Colorado,All Commercial,solar,6.286,0.02145
2024,CO,Colorado,All Commercial,estimated total solar photovoltaic,415.03598,0
2024,CO,Colorado,All Commercial,estimated total solar,415.03598,0
2024,CO,Colorado,All Industrial,all fuels,247.85436,5.8304
2024,CO,Colorado,All Industrial,all renewables,29.933,0.10213
2024,CO,Colorado,All Industrial,bituminous coal and synthetic coal,0,0
2024,CO,Colorado,All Industrial,bituminous coal,0,0
2024,CO,Colorado,All Industrial,coal, excluding waste coal,0,0
2024,CO,Colorado,All Industrial,all coal products,0,0
2024,CO,Colorado,All Industrial,distillate fuel oil,0.176,0.002
2024,CO,Colorado,All Industrial,estimated small scale solar photovoltaic,61.13418,0
2024,CO,Colorado,All Industrial,fossil fuels,169.79936,5.56408
2024,CO,Colorado,All Industrial,natural gas,169.62336,5.56207
2024,CO,Colorado,All Industrial,natural gas & other gases,169.62336,5.56207
2024,CO,Colorado,All Industrial,other,48.122,0.16419
2024,CO,Colorado,All Industrial,petroleum liquids,0.176,0.002
2024,CO,Colorado,All Industrial,petroleum,0.176,0.002
2024,CO,Colorado,All Industrial,renewable,29.933,0.10213
2024,CO,Colorado,All Industrial,solar photovoltaic,27.195,0.09279
2024,CO,Colorado,All Industrial,subbituminous coal,0,0
2024,CO,Colorado,All Industrial,solar,27.195,0.09279
2024,CO,Colorado,All Industrial,estimated total solar photovoltaic,88.32918,0
2024,CO,Colorado,All Industrial,estimated total solar,88.32918,0
2024,CO,Colorado,All Industrial,wind,2.738,0.00934
2024,CO,Colorado,All Industrial,onshore wind turbine,2.738,0.00934
2024,CO,Colorado,All Industrial,waste oil and other oils,0,0
2024,CO,Colorado,Electric Power,all fuels,58528.68479,414.66691
2024,CO,Colorado,Electric Power,anthracite coal,0,0
2024,CO,Colorado,Electric Power,all renewables,22592.32879,78.03778
2024,CO,Colorado,Electric Power,biomass,88.011,1.25303
2024,CO,Colorado,Electric Power,bituminous coal and synthetic coal,2097.59802,22.7317
2024,CO,Colorado,Electric Power,bituminous coal,2097.59802,22.7317
2024,CO,Colorado,Electric Power,coal, excluding waste coal,16477.71817,177.90424
2024,CO,Colorado,Electric Power,all coal products,16477.71817,177.90424
2024,CO,Colorado,Electric Power,distillate fuel oil,41.8994,0.5374
2024,CO,Colorado,Electric Power,fossil fuels,34272.1827,331.00582
2024,CO,Colorado,Electric Power,hydro-electric pumped storage,66.939,0
2024,CO,Colorado,Electric Power,conventional hydroelectric,1645.9983,5.61832
2024,CO,Colorado,Electric Power,landfill gas,37.421,0.43558
2024,CO,Colorado,Electric Power,municiapl landfill gas,37.421,0.43558
2024,CO,Colorado,Electric Power,natural gas,17752.56513,152.56418
2024,CO,Colorado,Electric Power,natural gas & other gases,17752.56513,152.56418
2024,CO,Colorado,Electric Power,biomass,37.492,0.60854
2024,CO,Colorado,Electric Power,biomass,37.492,0.60854
